Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,Latitude,Longitude
P. Terry's Burger Stand,78704,6/23/2014,90,"204 W BEN WHITE BLVD SVRD WB
AUSTIN, TX 78704
(30.223973, -97.764426)",10586161,Routine Inspection,30.223973,-97.764426
P. Terry's Burger Stand,78741,12/27/2016,98,"1800 E OLTORF ST
AUSTIN, TX 78741
(30.232049, -97.736473)",11439863,Routine Inspection,30.232049,-97.736473
P. Terry's Burger Stand,78701,12/7/2015,88,"515 CONGRESS AVE Unit 130
AUSTIN, TX 78701
(30.267349, -97.743063)",11307329,Routine Inspection,30.267349,-97.743063
P. Terry's Commissary,78751,1/25/2017,94,"5555 N LAMAR BLVD
AUSTIN, TX 78751
(30.324267, -97.727391)",10382240,Routine Inspection,30.324267,-97.727391
Pacha,78756,8/26/2015,96,"4618 BURNET RD
AUSTIN, TX 78756
(30.317261, -97.740407)",10213212,Routine Inspection,30.317261,-97.740407
Pacific Rim Shushi & Yakitori Lounge,78757,8/19/2015,76,"9070 RESEARCH BLVD SB Unit 305
AUSTIN, TX 78757
(30.373519, -97.727759)",11248310,Routine Inspection,30.373519,-97.727759
Paco's Tacos,78723,5/28/2014,81,"1304 E 51ST ST
AUSTIN, TX 78723
(30.307253, -97.705939)",10470316,Routine Inspection,30.307253,-97.705939
Pad Thai,78723,6/26/2014,69,"1201 BARBARA JORDAN BLVD Bunit 1220
AUSTIN, TX 78723
(30.306339, -97.708537)",10253011,Routine Inspection,30.306339,-97.708537
Pad Thai,78723,7/14/2014,66,"1201 BARBARA JORDAN BLVD Bunit 1220
AUSTIN, TX 78723
(30.306339, -97.708537)",10253011,1st Follow Up to Routine of 50 - 69,30.306339,-97.708537
Pad Thai,78723,7/29/2014,82,"1201 BARBARA JORDAN BLVD Bunit 1220
AUSTIN, TX 78723
(30.306339, -97.708537)",10253011,2nd Follow Up to 50 - 69,30.306339,-97.708537
Pad Thai Cuisine #3,78705,1/21/2016,72,"3208 GUADALUPE ST Unit A
AUSTIN, TX 78705
(30.299898, -97.739978)",10433777,Routine Inspection,30.299898,-97.739978
Paisano's Cucina Italiana,78717,6/29/2015,90,"11301 LAKELINE BLVD Bunit 220
AUSTIN, TX 78717
(30.479897, -97.797927)",10715058,Routine Inspection,30.479897,-97.797927
Pak-N-Save,78741,1/14/2015,94,"753 MONTOPOLIS DR
AUSTIN, TX 78741
(30.236289, -97.696134)",2803608,Routine Inspection,30.236289,-97.696134
Palazio,78745,8/26/2016,94,"501 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.219556, -97.758205)",2800807,Routine Inspection,30.219556,-97.758205
Palazio,78745,1/28/2015,82,"501 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.219556, -97.758205)",2800807,1st Follow Up to Routine of 50 - 69,30.219556,-97.758205
Paleface Grocery,78669,8/5/2016,90,"3518 S PACE BEND RD
SPICEWOOD, TX 78669
(30.386157, -98.085067)",2801077,Routine Inspection,30.386157,-98.085067
Paleteria Y Neveria Las Delisias,78757,5/6/2015,95,"8120 RESEARCH BLVD SB Unit 109
AUSTIN, TX 78757
(30.353687, -97.715047)",2802660,Routine Inspection,30.353687,-97.715047
"Palm Door, LLC",78701,7/16/2015,100,"508 E 6TH ST
AUSTIN, TX 78701
(30.266672, -97.737855)",11085426,Routine Inspection,30.266672,-97.737855
Palm Elementary School,78744,10/7/2014,100,"7601 DIXIE DR
AUSTIN, TX 78744
(30.164857, -97.744541)",2800054,Routine Inspection,30.164857,-97.744541
Palmer Events Center,78704,5/12/2016,100,"900 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.25969, -97.753831)",10833649,Routine Inspection,30.25969,-97.753831
Palomita Child Development Center,78744,1/3/2017,100,"4905 MAUFRAIS LN
AUSTIN, TX 78744
(30.200413, -97.738987)",11320191,Routine Inspection,30.200413,-97.738987
Panda 2 go,78747,11/30/2015,97,"11215 S IH 35 SVRD NB Unit 120
AUSTIN, TX 78747
(30.137948, -97.796489)",11293277,Routine Inspection,30.137948,-97.796489
Panda Express,78726,10/14/2014,100,"11521 N FM 620 RD Bldg F
AUSTIN, TX 78726
(30.4545, -97.82678)",2802514,Routine Inspection,30.4545,-97.82678
Panda Express # 707,78753,3/25/2014,96,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",2801942,Routine Inspection,30.403174,-97.672214
Panda Express #1289,78758,10/5/2016,94,"2501 W PARMER LN Unit 950
AUSTIN, TX 78758
(30.418687, -97.701815)",10005272,Routine Inspection,30.418687,-97.701815
Panda Express #1319,78752,2/1/2016,96,"5764 AIRPORT BLVD
AUSTIN, TX 78752
(30.321911, -97.714072)",10001260,Routine Inspection,30.321911,-97.714072
Panda Express #1415,78757,9/10/2014,100,"7718 BURNET RD
AUSTIN, TX 78757
(30.353884, -97.732194)",10008532,Routine Inspection,30.353884,-97.732194
Panda Express #1644,78748,6/22/2015,100,"309 W SLAUGHTER LN
AUSTIN, TX 78748
(30.168248, -97.794635)",10145387,Routine Inspection,30.168248,-97.794635
Panda Express #1651,78749,9/10/2014,93,"4301 W WILLIAM CANNON DR Bunit 100
AUSTIN, TX 78749
(30.221772, -97.838267)",10145377,Routine Inspection,30.221772,-97.838267
Panda Express #1939,78746,1/5/2016,97,"2901 S CAPITAL OF TEXAS HWY NB Unit VC06
AUSTIN, TX 78746
(30.254658, -97.809462)",10510935,Routine Inspection,30.254658,-97.809462
Panda Express #318,78613,4/14/2015,100,"11200 LAKELINE MALL DR Unit VC4
AUSTIN, TX 78613
(30.47181, -97.803451)",2800768,Routine Inspection,30.47181,-97.803451
Panera Bread,78717,8/15/2014,83,"10900 LAKELINE MALL DR Bldg J
AUSTIN, TX 78717
(30.474883, -97.795262)",10354368,Routine Inspection,30.474883,-97.795262
Panera Bread,78759,3/24/2015,86,"9901 N CAPITAL OF TEXAS HWY NB Unit 100
AUSTIN, TX 78759
(30.390568, -97.740543)",10261583,Routine Inspection,30.390568,-97.740543
Panera Bread,78749,12/1/2015,95,"4625 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223643, -97.843526)",10124781,Routine Inspection,30.223643,-97.843526
Paola's Kitchen,78757,2/8/2017,91,"1700 W ANDERSON LN
AUSTIN, TX 78757
(30.352648, -97.723624)",11525394,Routine Inspection,30.352648,-97.723624
Papa Donkasu,78727,9/2/2016,81,"1700 W PARMER LN Bunit 100
AUSTIN, TX 78727
(30.412512, -97.688909)",11488242,Routine Inspection,30.412512,-97.688909
Papa Joe's Tex-Mex,78702,8/1/2016,89,"917 SPRINGDALE RD
AUSTIN, TX 78702
(30.261056, -97.698443)",11422211,Routine Inspection,30.261056,-97.698443
Papa John's #934,78723,10/5/2015,94,"1201 BARBARA JORDAN BLVD Bunit 1280
AUSTIN, TX 78723
(30.306339, -97.708537)",10095303,Routine Inspection,30.306339,-97.708537
Papa John's Pizza  #938,78756,10/27/2016,93,"5343 BURNET RD
AUSTIN, TX 78756
(30.327397, -97.739693)",2801186,Routine Inspection,30.327397,-97.739693
Papa John's Pizza # 1015,78741,3/27/2015,87,"2030 E OLTORF ST Unit 114
AUSTIN, TX 78741
(30.230232, -97.73207)",10717537,Routine Inspection,30.230232,-97.73207
Papa John's Pizza #1128,78717,9/16/2014,94,"9222 W PARMER LN Unit D
AUSTIN, TX 78717
(30.477778, -97.765232)",2802225,Routine Inspection,30.477778,-97.765232
Papa John's Pizza #1296,78745,3/20/2015,90,"500 W WILLIAM CANNON DR Unit 512-A
AUSTIN, TX 78745
(30.19648, -97.786236)",2803120,Routine Inspection,30.19648,-97.786236
Papa Johns Pizza #1940,78749,2/19/2016,96,"8106 BRODIE LN
AUSTIN, TX 78749
(30.20184, -97.838207)",2803127,Routine Inspection,30.20184,-97.838207
Papa John's Pizza #4151,78750,2/15/2017,90,"6507 JESTER BLVD Bunit 109
AUSTIN, TX 78750
(30.370254, -97.800749)",10777206,Routine Inspection,30.370254,-97.800749
Papa John's Pizza #4689,78747,1/25/2017,92,"7930 THAXTON RD Unit 400
AUSTIN, TX 78747
(30.157832, -97.74435)",11496878,Routine Inspection,30.157832,-97.74435
Papa John's Pizza #930,78758,5/6/2016,88,"1925 RUTLAND DR
AUSTIN, TX 78758
(30.379202, -97.71293)",2800815,Routine Inspection,30.379202,-97.71293
Papa John's Pizza #935,78701,10/14/2015,97,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281756, -97.742074)",2800859,Routine Inspection,30.281756,-97.742074
Papa John's Pizza #941,78759,12/23/2014,100,"5114 BALCONES WOODS DR
AUSTIN, TX 78759
(30.407798, -97.746577)",2801224,Routine Inspection,30.407798,-97.746577
Papa Murphy's Pizza,78748,12/18/2015,97,"2110 W SLAUGHTER LN Unit 176
AUSTIN, TX 78748
(30.173754, -97.825398)",10894067,Routine Inspection,30.173754,-97.825398
Papa Murphy's Pizza,78758,9/16/2016,99,"12407 N MOPAC EXPY NB Unit 150
AUSTIN, TX 78758
(30.41781, -97.704612)",11233972,Routine Inspection,30.41781,-97.704612
Papalote Taco House,78704,11/29/2016,94,"2803 S LAMAR BLVD
AUSTIN, TX 78704
(30.243809, -97.782029)",10477419,Routine Inspection,30.243809,-97.782029
Pappadeaux Seafood Kitchen #3,78752,1/15/2015,95,"6319 N IH 35 SVRD NB
AUSTIN, TX 78752
(30.32544, -97.705566)",2800247,Routine Inspection,30.32544,-97.705566
Pappasito's Restaurant,78752,8/20/2015,79,"6513 N IH 35 SVRD NB
AUSTIN, TX 78752
(30.326846, -97.705506)",2800371,Routine Inspection,30.326846,-97.705506
Paramount Theatre,78701,5/18/2015,90,"713 CONGRESS AVE
AUSTIN, TX 78701
(30.269417, -97.742319)",2800149,Routine Inspection,30.269417,-97.742319
Paredes Middle School,78748,3/28/2016,99,"10001 DAVID MOORE DR
AUSTIN, TX 78748
(30.166195, -97.813936)",2801098,Routine Inspection,30.166195,-97.813936
"Parish Room, The",78701,10/8/2015,90,"214 E 6TH ST Unit C
AUSTIN, TX 78701
(30.267451, -97.740665)",10357664,Routine Inspection,30.267451,-97.740665
"Park at the Domain, The",78758,7/31/2014,86,"11601 DOMAIN DR
AUSTIN, TX 78758
(30.402958, -97.72396)",10583690,Routine Inspection,30.402958,-97.72396
Park Bend SN Health Center,78758,12/4/2014,90,"2122 PARK BEND DR
AUSTIN, TX 78758
(30.408413, -97.702909)",10372907,Routine Inspection,30.408413,-97.702909
Parkfield One Stop Food Mart,78758,5/13/2015,94,"9436 PARKFIELD DR
AUSTIN, TX 78758
(30.368752, -97.705684)",2803848,Routine Inspection,30.368752,-97.705684
Parkside,78701,4/12/2016,78,"301 E 6TH ST
AUSTIN, TX 78701
(30.267344, -97.74028)",10054719,Routine Inspection,30.267344,-97.74028
Parkside Projects,78701,10/13/2016,98,"800 CONGRESS AVE
AUSTIN, TX 78701
(30.270068, -97.742069)",11493342,Routine Inspection,30.270068,-97.742069
Parlor & Yard,78701,12/1/2016,75,"601 W 6TH ST
AUSTIN, TX 78701
(30.269703, -97.748689)",11480207,Routine Inspection,30.269703,-97.748689
"Parlor Room, The",78701,10/25/2016,83,"88 RAINEY ST
AUSTIN, TX 78701
(30.25986, -97.738381)",11487348,Routine Inspection,30.25986,-97.738381
"Parlor, The",78751,4/15/2014,91,"4301 GUADALUPE ST
AUSTIN, TX 78751
(30.308852, -97.734256)",2803032,Routine Inspection,30.308852,-97.734256
"Parmer Children's Montessori Academy,LLC",78727,2/19/2016,92,"1701 SCOFIELD LN
AUSTIN, TX 78727
(30.415688, -97.688591)",10484028,Routine Inspection,30.415688,-97.688591
Parmer Lane 1 espresso bar,78727,2/23/2016,96,"5501 W PARMER LN Bldg 1
AUSTIN, TX 78727
(30.435776, -97.73399)",11023905,Routine Inspection,30.435776,-97.73399
Parmer Lane 3.5 Espresso Bar,78727,7/20/2016,95,"5505 W PARMER LN Bldg 3
AUSTIN, TX 78727
(30.436313, -97.734723)",11392335,Routine Inspection,30.436313,-97.734723
Parmer Lane 3.5 Juice Bar,78727,2/2/2016,94,"5505 W PARMER LN Bldg 3
AUSTIN, TX 78727
(30.436313, -97.734723)",11392325,Routine Inspection,30.436313,-97.734723
Parmer Lane 5 Caffe Macs,78727,7/20/2016,98,"5505 W PARMER LN Bldg 5
AUSTIN, TX 78727
(30.436313, -97.734723)",11458710,Routine Inspection,30.436313,-97.734723
Parmer Lane 5 Caffe Macs-Back Kitchen,78727,10/19/2016,97,"5505 W PARMER LN Bldg 5
AUSTIN, TX 78727
(30.436313, -97.734723)",11499693,Routine Inspection,30.436313,-97.734723
Parmer Lane 5 Caffe Macs-Sushi,78727,10/18/2016,99,"5505 W PARMER LN Bldg 5
AUSTIN, TX 78727
(30.436313, -97.734723)",11499700,Routine Inspection,30.436313,-97.734723
Parmer Lane 5 Caffe Macs-Upstairs,78727,10/19/2016,95,"5505 W PARMER LN Bldg 5
AUSTIN, TX 78727
(30.436313, -97.734723)",11499690,Routine Inspection,30.436313,-97.734723
Parmer Lane Elementary School,78727,2/23/2015,94,"1806 W PARMER LN
AUSTIN, TX 78727
(30.413463, -97.690872)",2800165,Routine Inspection,30.413463,-97.690872
Parmer Lane Tavern,78758,10/28/2015,97,"2121 W PARMER LN Unit 101
AUSTIN, TX 78758
(30.416396, -97.697188)",2800039,Routine Inspection,30.416396,-97.697188
Pars Supermarket,78757,6/23/2016,79,"8820 BURNET RD Unit 502
AUSTIN, TX 78757
(30.370703, -97.72705)",11213534,Routine Inspection,30.370703,-97.72705
Parsons House @ Austin,78752,11/1/2016,93,"1130 CAMINO LA COSTA
AUSTIN, TX 78752
(30.3242, -97.696312)",2802410,Routine Inspection,30.3242,-97.696312
Pasta & Co,78731,8/5/2015,97,"3502 KERBEY LN
AUSTIN, TX 78731
(30.307539, -97.750545)",2801743,Routine Inspection,30.307539,-97.750545
"Patika Coffee, LLC",78704,1/25/2016,91,"2159 S LAMAR BLVD
AUSTIN, TX 78704
(30.247678, -97.772678)",11213569,Routine Inspection,30.247678,-97.772678
Patisseria Melange,78745,2/7/2017,97,"209 E BEN WHITE BLVD EB Unit 114
AUSTIN, TX 78745
(30.221165, -97.761862)",10709102,Routine Inspection,30.221165,-97.761862
Patricia's Table,78731,8/15/2016,100,"1510 W 35TH ST CTOF
AUSTIN, TX 78731
(30.307126, -97.750391)",11154613,Routine Inspection,30.307126,-97.750391
Patsy's,78744,1/12/2015,82,"5001 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.213856, -97.728077)",10002156,Routine Inspection,30.213856,-97.728077
Patton Elementary School,78749,11/14/2014,96,"6001 WESTCREEK DR
AUSTIN, TX 78749
(30.232121, -97.846119)",2800332,Routine Inspection,30.232121,-97.846119
"Pavilion At Great Hills, The",78759,3/21/2016,88,"11819 PAVILION BLVD
AUSTIN, TX 78759
(30.424782, -97.755653)",11393326,Routine Inspection,30.424782,-97.755653
Payless Food Store,78741,4/8/2016,93,"2400 BURLESON RD
AUSTIN, TX 78741
(30.2297, -97.735697)",10021664,Routine Inspection,30.2297,-97.735697
Pearce Lane Cafe,78617,3/4/2015,89,"17097 PEARCE LN Unit B
AUSTIN, TX 78617
(30.143516, -97.570671)",10340872,Routine Inspection,30.143516,-97.570671
Pearl Street Co-Op,78705,10/7/2015,85,"2000 PEARL ST
AUSTIN, TX 78705
(30.284167, -97.746629)",2800409,Routine Inspection,30.284167,-97.746629
Pease Elementary,78701,11/12/2014,100,"1106 RIO GRANDE ST
AUSTIN, TX 78701
(30.274934, -97.747652)",2800245,Routine Inspection,30.274934,-97.747652
Pecan Food Mart,78704,6/15/2016,81,"2101 S 1ST ST Bldg A
AUSTIN, TX 78704
(30.244843, -97.757465)",11062839,Routine Inspection,30.244843,-97.757465
Pecan Springs Elementary,78723,10/26/2016,98,"3100 ROGGE LN
AUSTIN, TX 78723
(30.302339, -97.67674)",2800284,Routine Inspection,30.302339,-97.67674
Peche,78701,10/23/2014,74,"208 W 4TH ST
AUSTIN, TX 78701
(30.266683, -97.745246)",10768306,Routine Inspection,30.266683,-97.745246
Peckerheads,78701,9/29/2016,84,"402 E 6TH ST
AUSTIN, TX 78701
(30.267022, -97.73908)",10227305,Routine Inspection,30.267022,-97.73908
Pedernales Country Store,78669,2/24/2015,86,"910 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.405246, -98.062134)",10359921,Routine Inspection,30.405246,-98.062134
Pei Wei,78751,8/19/2015,92,"1000 E 41ST ST Bldg H
AUSTIN, TX 78751
(30.298553, -97.720058)",2802532,Routine Inspection,30.298553,-97.720058
Pei Wei Asian Diner,78704,5/14/2014,86,"4200 S LAMAR BLVD SB
AUSTIN, TX 78704
(30.235207, -97.794883)",2802412,Routine Inspection,30.235207,-97.794883
Pei Wei Asian Diner,78753,1/30/2017,88,"12901 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.41288, -97.67306)",2802128,Routine Inspection,30.41288,-97.67306
Pekitas,78757,1/5/2017,78,"8762 RESEARCH BLVD SB Bldg B
AUSTIN, TX 78757
(30.366361, -97.718701)",11526388,Routine Inspection,30.366361,-97.718701
Pelons,78701,7/1/2015,82,"802 RED RIVER ST
AUSTIN, TX 78701
(30.268661, -97.736392)",10730245,Routine Inspection,30.268661,-97.736392
Peoples Pharmacy,78756,6/3/2016,90,"4018 N LAMAR BLVD
AUSTIN, TX 78756
(30.308773, -97.740779)",2800584,Routine Inspection,30.308773,-97.740779
Peoples Pharmacy,78745,2/13/2015,96,"2002 SOUTHERN OAKS DR Unit B
AUSTIN, TX 78745
(30.218803, -97.796034)",10779784,Routine Inspection,30.218803,-97.796034
Peoples Pharmacy,78704,7/22/2015,100,"3801 S LAMAR BLVD NB
AUSTIN, TX 78704
(30.238462, -97.789466)",2800334,Routine Inspection,30.238462,-97.789466
People's Pharmacy,78746,4/21/2016,94,"4201 WESTBANK DR
AUSTIN, TX 78746
(30.276084, -97.816281)",2800238,Routine Inspection,30.276084,-97.816281
Pepe's Fruit Cup #3,78741,11/18/2015,93,"2015 E RIVERSIDE DR Bunit B
AUSTIN, TX 78741
(30.2406, -97.72743)",10813148,Routine Inspection,30.2406,-97.72743
Pepe's Fruit Cup Shop,78752,3/2/2015,80,"704 E ST JOHNS AVE Unit 2
AUSTIN, TX 78752
(30.333285, -97.705252)",2803192,Routine Inspection,30.333285,-97.705252
Pepe's Fruit Cups,78758,5/20/2016,92,"9616 N LAMAR BLVD Unit 147
AUSTIN, TX 78758
(30.365822, -97.695459)",10469294,Routine Inspection,30.365822,-97.695459
Perez Elementary,78744,4/6/2016,100,"7500 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.169702, -97.754049)",2802711,Routine Inspection,30.169702,-97.754049
Perfect 10 Men's Club,78728,2/4/2016,82,"16511 BRATTON LN
AUSTIN, TX 78728
(30.470771, -97.674351)",2801187,Routine Inspection,30.470771,-97.674351
Perla's Seafood & Oyster Bar,78704,6/16/2015,81,"1400 S CONGRESS AVE Bunit 100
AUSTIN, TX 78704
(30.249735, -97.749615)",10256583,Routine Inspection,30.249735,-97.749615
Perry's Steakhouse & Grill,78701,9/26/2014,70,"114 W 7TH ST
AUSTIN, TX 78701
(30.269243, -97.743375)",10131172,Routine Inspection,30.269243,-97.743375
Personal Wine Red Room Lounge,78701,9/15/2016,98,"306 E 3RD ST Unit A
AUSTIN, TX 78701
(30.26443, -97.740838)",11077825,Routine Inspection,30.26443,-97.740838
Pete's Peanut Bar & Piano Empo,78701,4/23/2015,94,"421 E 6TH ST
AUSTIN, TX 78701
(30.266867, -97.738534)",2801006,Routine Inspection,30.266867,-97.738534
Petro Mart,78747,6/15/2016,82,"1800 E SLAUGHTER LN
AUSTIN, TX 78747
(30.152604, -97.767768)",11442518,Routine Inspection,30.152604,-97.767768
Pflugerville Donuts,78660,12/8/2015,98,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455883, -97.660881)",10664733,Routine Inspection,30.455883,-97.660881
Phara's,78751,2/19/2015,100,"111 E NORTH LOOP BLVD
AUSTIN, TX 78751
(30.317644, -97.722004)",10086801,Routine Inspection,30.317644,-97.722004
Phi Gamma Delta Fraternity,78705,1/21/2015,85,"300 W 27TH ST
AUSTIN, TX 78705
(30.291933, -97.740652)",2800480,Routine Inspection,30.291933,-97.740652
Phil's Ice House,78756,4/13/2016,87,"5620 BURNET RD
AUSTIN, TX 78756
(30.332203, -97.740065)",2802967,Routine Inspection,30.332203,-97.740065
"Phil's Ice House, Inc",78704,1/13/2015,85,"2901 S LAMAR BLVD Unit 100
AUSTIN, TX 78704
(30.243375, -97.782637)",10516513,Routine Inspection,30.243375,-97.782637
Phil's Philly Grill,78613,4/18/2014,93,"11200 LAKELINE MALL DR Unit VC09
AUSTIN, TX 78613
(30.47181, -97.803451)",10956732,Routine Inspection,30.47181,-97.803451
Pho Hong,78758,6/14/2016,91,"2521 RUTLAND DR Unit 400
AUSTIN, TX 78758
(30.383062, -97.72292)",11474960,Routine Inspection,30.383062,-97.72292
Pho King,78753,8/2/2016,72,"1021 E PARMER LN
AUSTIN, TX 78753
(30.398764, -97.654823)",10314266,Routine Inspection,30.398764,-97.654823
Pho Phi,78727,11/17/2016,77,"1700 W PARMER LN Unit 610
AUSTIN, TX 78727
(30.412512, -97.688909)",11424999,Routine Inspection,30.412512,-97.688909
Pho Please,78741,9/14/2016,88,"1920 E RIVERSIDE DR Bunit 140
AUSTIN, TX 78741
(30.241939, -97.728297)",11465251,Routine Inspection,30.241939,-97.728297
Pho Saigon,78753,8/31/2016,73,"10901 N LAMAR BLVD Unit 108
AUSTIN, TX 78753
(30.378384, -97.688383)",10001056,Routine Inspection,30.378384,-97.688383
Pho Thai Son,78749,3/31/2015,81,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214383, -97.831794)",2802907,Routine Inspection,30.214383,-97.831794
Pho Thai Son,78748,8/20/2014,80,"9500 S IH 35 SVRD SB Bldg L
AUSTIN, TX 78748
(30.162196, -97.789107)",10036105,Routine Inspection,30.162196,-97.789107
Pho Thaison,78757,10/4/2016,61,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",10424727,Routine Inspection,30.356395,-97.731374
Pho Thaison,78741,8/28/2014,75,"2121 E OLTORF ST Unit 12-B
AUSTIN, TX 78741
(30.230266, -97.732137)",10778096,Routine Inspection,30.230266,-97.732137
Pho Thaison,78757,6/23/2016,80,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",10424727,1st Follow Up to Routine of 50 - 69,30.356395,-97.731374
Pho Thaison,78741,3/10/2015,76,"2121 E OLTORF ST Unit 12-B
AUSTIN, TX 78741
(30.230266, -97.732137)",10778096,1st Follow Up to Routine of 50 - 69,30.230266,-97.732137
Pho Van,78758,2/24/2016,87,"8557 RESEARCH BLVD NB Unit 120
AUSTIN, TX 78758
(30.36101, -97.716698)",2800743,Routine Inspection,30.36101,-97.716698
"Phoenicia Bakery & Deli, Inc.",78704,1/22/2016,94,"2912 S LAMAR BLVD
AUSTIN, TX 78704
(30.243184, -97.782908)",2800125,Routine Inspection,30.243184,-97.782908
Phoenicia Deli & Bakery,78756,6/13/2016,71,"4701 BURNET RD
AUSTIN, TX 78756
(30.318141, -97.739855)",2801285,Routine Inspection,30.318141,-97.739855
Phoenician Resto Cafe,78701,2/22/2016,90,"84 N IH 35 SVRD SB
AUSTIN, TX 78701
(30.259631, -97.737347)",11306310,Routine Inspection,30.259631,-97.737347
Phoenix Academy,78704,8/11/2016,87,"400 W LIVE OAK ST
AUSTIN, TX 78704
(30.243542, -97.756031)",2801515,Routine Inspection,30.243542,-97.756031
Phonatic,78752,2/19/2015,73,"7601 N LAMAR BLVD NB Bldg E
AUSTIN, TX 78752
(30.34444, -97.714465)",11049531,Routine Inspection,30.34444,-97.714465
Phonatic #5,78723,9/14/2016,77,"1201 BARBARA JORDAN BLVD Unit 1460
AUSTIN, TX 78723
(30.306339, -97.708537)",11440610,Routine Inspection,30.306339,-97.708537
